code_1lvl,name_1lvl,code_2lvl,name_2lvl,code_3lvl,name_3lvl
V01-Y98,External causes of morbidity and mortality,V40-V49,Car occupant injured in transport accident,V40,Car occupant injured in collision with pedestrian or animal
V01-Y98,External causes of morbidity and mortality,V40-V49,Car occupant injured in transport accident,V41,Car occupant injured in collision with pedal cycle
V01-Y98,External causes of morbidity and mortality,V40-V49,Car occupant injured in transport accident,V42,Car occupant injured in collision with two- or three-wheeled motor vehicle
V01-Y98,External causes of morbidity and mortality,V40-V49,Car occupant injured in transport accident,V43,"Car occupant injured in collision with car, pick-up truck or van"
V01-Y98,External causes of morbidity and mortality,V40-V49,Car occupant injured in transport accident,V44,Car occupant injured in collision with heavy transport vehicle or bus
V01-Y98,External causes of morbidity and mortality,V40-V49,Car occupant injured in transport accident,V45,Car occupant injured in collision with railway train or railway vehicle
V01-Y98,External causes of morbidity and mortality,V40-V49,Car occupant injured in transport accident,V46,Car occupant injured in collision with other nonmotor vehicle
V01-Y98,External causes of morbidity and mortality,V40-V49,Car occupant injured in transport accident,V47,Car occupant injured in collision with fixed or stationary object
V01-Y98,External causes of morbidity and mortality,V40-V49,Car occupant injured in transport accident,V48,Car occupant injured in noncollision transport accident
V01-Y98,External causes of morbidity and mortality,V40-V49,Car occupant injured in transport accident,V49,Car occupant injured in other and unspecified transport accidents
V01-Y98,External causes of morbidity and mortality,V50-V59,Occupant of pick-up truck or van injured in transport accident,V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V01-Y98,External causes of morbidity and mortality,V50-V59,Occupant of pick-up truck or van injured in transport accident,V51,Occupant of pick-up truck or van injured in collision with pedal cycle
V01-Y98,External causes of morbidity and mortality,V50-V59,Occupant of pick-up truck or van injured in transport accident,V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V01-Y98,External causes of morbidity and mortality,V50-V59,Occupant of pick-up truck or van injured in transport accident,V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V01-Y98,External causes of morbidity and mortality,V50-V59,Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V01-Y98,External causes of morbidity and mortality,V50-V59,Occupant of pick-up truck or van injured in transport accident,V55,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
V01-Y98,External causes of morbidity and mortality,V50-V59,Occupant of pick-up truck or van injured in transport accident,V56,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle
V01-Y98,External causes of morbidity and mortality,V50-V59,Occupant of pick-up truck or van injured in transport accident,V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object
V01-Y98,External causes of morbidity and mortality,V50-V59,Occupant of pick-up truck or van injured in transport accident,V58,Occupant of pick-up truck or van injured in noncollision transport accident
V01-Y98,External causes of morbidity and mortality,V50-V59,Occupant of pick-up truck or van injured in transport accident,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
V01-Y98,External causes of morbidity and mortality,V60-V69,Occupant of heavy transport vehicle injured in transport accident,V60,Occupant of heavy transport vehicle injured in collision with pedestrian or animal
V01-Y98,External causes of morbidity and mortality,V60-V69,Occupant of heavy transport vehicle injured in transport accident,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
V01-Y98,External causes of morbidity and mortality,V60-V69,Occupant of heavy transport vehicle injured in transport accident,V62,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
V01-Y98,External causes of morbidity and mortality,V60-V69,Occupant of heavy transport vehicle injured in transport accident,V63,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
V01-Y98,External causes of morbidity and mortality,V60-V69,Occupant of heavy transport vehicle injured in transport accident,V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
V01-Y98,External causes of morbidity and mortality,V60-V69,Occupant of heavy transport vehicle injured in transport accident,V65,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle
V01-Y98,External causes of morbidity and mortality,V60-V69,Occupant of heavy transport vehicle injured in transport accident,V66,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle
V01-Y98,External causes of morbidity and mortality,V60-V69,Occupant of heavy transport vehicle injured in transport accident,V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
V01-Y98,External causes of morbidity and mortality,V60-V69,Occupant of heavy transport vehicle injured in transport accident,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
V01-Y98,External causes of morbidity and mortality,V60-V69,Occupant of heavy transport vehicle injured in transport accident,V69,Occupant of heavy transport vehicle injured in other and unspecified transport accidents
V01-Y98,External causes of morbidity and mortality,V70-V79,Bus occupant injured in transport accident,V70,Bus occupant injured in collision with pedestrian or animal
V01-Y98,External causes of morbidity and mortality,V70-V79,Bus occupant injured in transport accident,V71,Bus occupant injured in collision with pedal cycle
V01-Y98,External causes of morbidity and mortality,V70-V79,Bus occupant injured in transport accident,V72,Bus occupant injured in collision with two- or three-wheeled motor vehicle
V01-Y98,External causes of morbidity and mortality,V70-V79,Bus occupant injured in transport accident,V73,"Bus occupant injured in collision with car, pick-up truck or van"
V01-Y98,External causes of morbidity and mortality,V70-V79,Bus occupant injured in transport accident,V74,Bus occupant injured in collision with heavy transport vehicle or bus
V01-Y98,External causes of morbidity and mortality,V70-V79,Bus occupant injured in transport accident,V75,Bus occupant injured in collision with railway train or railway vehicle
V01-Y98,External causes of morbidity and mortality,V70-V79,Bus occupant injured in transport accident,V76,Bus occupant injured in collision with other nonmotor vehicle
V01-Y98,External causes of morbidity and mortality,V70-V79,Bus occupant injured in transport accident,V77,Bus occupant injured in collision with fixed or stationary object
V01-Y98,External causes of morbidity and mortality,V70-V79,Bus occupant injured in transport accident,V78,Bus occupant injured in noncollision transport accident
V01-Y98,External causes of morbidity and mortality,V70-V79,Bus occupant injured in transport accident,V79,Bus occupant injured in other and unspecified transport accidents
V01-Y98,External causes of morbidity and mortality,V80-V89,Other land transport accidents,V80,Animal-rider or occupant of animal-drawn vehicle injured in transport accident
V01-Y98,External causes of morbidity and mortality,V80-V89,Other land transport accidents,V81,Occupant of railway train or railway vehicle injured in transport accident
V01-Y98,External causes of morbidity and mortality,V80-V89,Other land transport accidents,V82,Occupant of streetcar injured in transport accident
V01-Y98,External causes of morbidity and mortality,V80-V89,Other land transport accidents,V83,Occupant of special vehicle mainly used on industrial premises injured in transport accident
V01-Y98,External causes of morbidity and mortality,V80-V89,Other land transport accidents,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
V01-Y98,External causes of morbidity and mortality,V80-V89,Other land transport accidents,V85,Occupant of special construction vehicle injured in transport accident
V01-Y98,External causes of morbidity and mortality,V80-V89,Other land transport accidents,V86,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident"
V01-Y98,External causes of morbidity and mortality,V80-V89,Other land transport accidents,V87,Traffic accident of specified type but victim's mode of transport unknown
V01-Y98,External causes of morbidity and mortality,V80-V89,Other land transport accidents,V88,Nontraffic accident of specified type but victim's mode of transport unknown
V01-Y98,External causes of morbidity and mortality,V80-V89,Other land transport accidents,V89,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified"
V01-Y98,External causes of morbidity and mortality,V90-V94,Water transport accidents,V90,Accident to watercraft causing drowning and submersion
V01-Y98,External causes of morbidity and mortality,V90-V94,Water transport accidents,V91,Accident to watercraft causing other injury
V01-Y98,External causes of morbidity and mortality,V90-V94,Water transport accidents,V92,Water-transport-related drowning and submersion without accident to watercraft
V01-Y98,External causes of morbidity and mortality,V90-V94,Water transport accidents,V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"
V01-Y98,External causes of morbidity and mortality,V90-V94,Water transport accidents,V94,Other and unspecified water transport accidents
V01-Y98,External causes of morbidity and mortality,V95-V97,Air and space transport accidents,V95,Accident to powered aircraft causing injury to occupant
V01-Y98,External causes of morbidity and mortality,V95-V97,Air and space transport accidents,V96,Accident to nonpowered aircraft causing injury to occupant
V01-Y98,External causes of morbidity and mortality,V95-V97,Air and space transport accidents,V97,Other specified air transport accidents
V01-Y98,External causes of morbidity and mortality,V98-V99,Other and unspecified transport accidents,V98,Other specified transport accidents
V01-Y98,External causes of morbidity and mortality,V98-V99,Other and unspecified transport accidents,V99,Unspecified transport accident
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W00,Fall on same level involving ice and snow
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W01,"Fall on same level from slipping, tripping and stumbling"
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W02,"Fall involving ice-skates, skis, roller-skates or skateboards"
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W03,"Other fall on same level due to collision with, or pushing by, another person"
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W04,Fall while being carried or supported by other persons
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W05,Fall involving wheelchair
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W06,Fall involving bed
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W07,Fall involving chair
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W08,Fall involving other furniture
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W09,Fall involving playground equipment
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W10,Fall on and from stairs and steps
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W11,Fall on and from ladder
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W12,Fall on and from scaffolding
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W13,"Fall from, out of or through building or structure"
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W14,Fall from tree
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W15,Fall from cliff
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W16,Diving or jumping into water causing injury other than drowning or submersion
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W17,Other fall from one level to another
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W18,Other fall on same level
V01-Y98,External causes of morbidity and mortality,W00-W19,Falls,W19,Unspecified fall
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W20,"Struck by thrown, projected or falling object"
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W21,Striking against or struck by sports equipment
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W22,Striking against or struck by other objects
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W23,"Caught, crushed, jammed or pinched in or between objects"
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W24,"Contact with lifting and transmission devices, not elsewhere classified"
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W25,Contact with sharp glass
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W26,"Contact with knife, sword or dagger"
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W27,Contact with nonpowered hand tool
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W28,Contact with powered lawnmower
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W29,Contact with other powered hand tools and household machinery
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W30,Contact with agricultural machinery
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W31,Contact with other and unspecified machinery
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W32,Handgun discharge
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W33,"Rifle, shotgun and larger firearm discharge"
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W34,Discharge from other and unspecified firearms
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W35,Explosion and rupture of boiler
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W36,Explosion and rupture of gas cylinder
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W37,"Explosion and rupture of pressurized tyre, pipe or hose"
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W38,Explosion and rupture of other specified pressurized devices
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W39,Discharge of firework
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W40,Explosion of other materials
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W41,Exposure to high-pressure jet
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W42,Exposure to noise
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W43,Exposure to vibration
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W44,Foreign body entering into or through eye or natural orifice
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W45,Foreign body or object entering through skin
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W46,Contact with hypodermic needle
V01-Y98,External causes of morbidity and mortality,W20-W49,Exposure to inanimate mechanical forces,W49,Exposure to other and unspecified inanimate mechanical forces
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W51,Striking against or bumped into by another person
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W52,"Crushed, pushed or stepped on by crowd or human stampede"
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W53,Bitten by rat
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W54,Bitten or struck by dog
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W55,Bitten or struck by other mammals
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W56,Contact with marine animal
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W58,Bitten or struck by crocodile or alligator
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W59,Bitten or crushed by other reptiles
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W60,Contact with plant thorns and spines and sharp leaves
V01-Y98,External causes of morbidity and mortality,W50-W64,Exposure to animate mechanical forces,W64,Exposure to other and unspecified animate mechanical forces
V01-Y98,External causes of morbidity and mortality,W65-W74,Accidental drowning and submersion,W65,Drowning and submersion while in bath-tub
V01-Y98,External causes of morbidity and mortality,W65-W74,Accidental drowning and submersion,W66,Drowning and submersion following fall into bath-tub
V01-Y98,External causes of morbidity and mortality,W65-W74,Accidental drowning and submersion,W67,Drowning and submersion while in swimming-pool
V01-Y98,External causes of morbidity and mortality,W65-W74,Accidental drowning and submersion,W68,Drowning and submersion following fall into swimming-pool
V01-Y98,External causes of morbidity and mortality,W65-W74,Accidental drowning and submersion,W69,Drowning and submersion while in natural water
V01-Y98,External causes of morbidity and mortality,W65-W74,Accidental drowning and submersion,W70,Drowning and submersion following fall into natural water
V01-Y98,External causes of morbidity and mortality,W65-W74,Accidental drowning and submersion,W73,Other specified drowning and submersion
V01-Y98,External causes of morbidity and mortality,W65-W74,Accidental drowning and submersion,W74,Unspecified drowning and submersion
V01-Y98,External causes of morbidity and mortality,W75-W84,Other accidental threats to breathing,W75,Accidental suffocation and strangulation in bed
V01-Y98,External causes of morbidity and mortality,W75-W84,Other accidental threats to breathing,W76,Other accidental hanging and strangulation
V01-Y98,External causes of morbidity and mortality,W75-W84,Other accidental threats to breathing,W77,"Threat to breathing due to cave-in, falling earth and other substances"
V01-Y98,External causes of morbidity and mortality,W75-W84,Other accidental threats to breathing,W78,Inhalation of gastric contents
V01-Y98,External causes of morbidity and mortality,W75-W84,Other accidental threats to breathing,W79,Inhalation and ingestion of food causing obstruction of respiratory tract
V01-Y98,External causes of morbidity and mortality,W75-W84,Other accidental threats to breathing,W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract
V01-Y98,External causes of morbidity and mortality,W75-W84,Other accidental threats to breathing,W81,Confined to or trapped in a low-oxygen environment
V01-Y98,External causes of morbidity and mortality,W75-W84,Other accidental threats to breathing,W83,Other specified threats to breathing
V01-Y98,External causes of morbidity and mortality,W75-W84,Other accidental threats to breathing,W84,Unspecified threat to breathing
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W85,Exposure to electric transmission lines
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W86,Exposure to other specified electric current
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W87,Exposure to unspecified electric current
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W88,Exposure to ionizing radiation
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W89,Exposure to man-made visible and ultraviolet light
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W90,Exposure to other nonionizing radiation
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W91,Exposure to unspecified type of radiation
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W92,Exposure to excessive heat of man-made origin
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W93,Exposure to excessive cold of man-made origin
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W94,Exposure to high and low air pressure and changes in air pressure
V01-Y98,External causes of morbidity and mortality,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W99,Exposure to other and unspecified man-made environmental factors
V01-Y98,External causes of morbidity and mortality,X00-X09,"Exposure to smoke, fire and flames",X00,Exposure to uncontrolled fire in building or structure
V01-Y98,External causes of morbidity and mortality,X00-X09,"Exposure to smoke, fire and flames",X01,"Exposure to uncontrolled fire, not in building or structure"
V01-Y98,External causes of morbidity and mortality,X00-X09,"Exposure to smoke, fire and flames",X02,Exposure to controlled fire in building or structure
V01-Y98,External causes of morbidity and mortality,X00-X09,"Exposure to smoke, fire and flames",X03,"Exposure to controlled fire, not in building or structure"
V01-Y98,External causes of morbidity and mortality,X00-X09,"Exposure to smoke, fire and flames",X04,Exposure to ignition of highly flammable material
V01-Y98,External causes of morbidity and mortality,X00-X09,"Exposure to smoke, fire and flames",X05,Exposure to ignition or melting of nightwear
V01-Y98,External causes of morbidity and mortality,X00-X09,"Exposure to smoke, fire and flames",X06,Exposure to ignition or melting of other clothing and apparel
V01-Y98,External causes of morbidity and mortality,X00-X09,"Exposure to smoke, fire and flames",X08,"Exposure to other specified smoke, fire and flames"
V01-Y98,External causes of morbidity and mortality,X00-X09,"Exposure to smoke, fire and flames",X09,"Exposure to unspecified smoke, fire and flames"
V01-Y98,External causes of morbidity and mortality,X10-X19,Contact with heat and hot substances,X10,"Contact with hot drinks, food, fats and cooking oils"
V01-Y98,External causes of morbidity and mortality,X10-X19,Contact with heat and hot substances,X11,Contact with hot tap-water
V01-Y98,External causes of morbidity and mortality,X10-X19,Contact with heat and hot substances,X12,Contact with other hot fluids
V01-Y98,External causes of morbidity and mortality,X10-X19,Contact with heat and hot substances,X13,Contact with steam and hot vapours
V01-Y98,External causes of morbidity and mortality,X10-X19,Contact with heat and hot substances,X14,Contact with hot air and gases
V01-Y98,External causes of morbidity and mortality,X10-X19,Contact with heat and hot substances,X15,Contact with hot household appliances
V01-Y98,External causes of morbidity and mortality,X10-X19,Contact with heat and hot substances,X16,"Contact with hot heating appliances, radiators and pipes"
V01-Y98,External causes of morbidity and mortality,X10-X19,Contact with heat and hot substances,X17,"Contact with hot engines, machinery and tools"
V01-Y98,External causes of morbidity and mortality,X10-X19,Contact with heat and hot substances,X18,Contact with other hot metals
V01-Y98,External causes of morbidity and mortality,X10-X19,Contact with heat and hot substances,X19,Contact with other and unspecified heat and hot substances
V01-Y98,External causes of morbidity and mortality,X20-X29,Contact with venomous animals and plants,X20,Contact with venomous snakes and lizards
V01-Y98,External causes of morbidity and mortality,X20-X29,Contact with venomous animals and plants,X21,Contact with venomous spiders
V01-Y98,External causes of morbidity and mortality,X20-X29,Contact with venomous animals and plants,X22,Contact with scorpions
V01-Y98,External causes of morbidity and mortality,X20-X29,Contact with venomous animals and plants,X23,"Contact with hornets, wasps and bees"
V01-Y98,External causes of morbidity and mortality,X20-X29,Contact with venomous animals and plants,X24,Contact with centipedes and venomous millipedes (tropical)
V01-Y98,External causes of morbidity and mortality,X20-X29,Contact with venomous animals and plants,X25,Contact with other venomous arthropods
V01-Y98,External causes of morbidity and mortality,X20-X29,Contact with venomous animals and plants,X26,Contact with venomous marine animals and plants
V01-Y98,External causes of morbidity and mortality,X20-X29,Contact with venomous animals and plants,X27,Contact with other specified venomous animals
V01-Y98,External causes of morbidity and mortality,X20-X29,Contact with venomous animals and plants,X28,Contact with other specified venomous plants
V01-Y98,External causes of morbidity and mortality,X20-X29,Contact with venomous animals and plants,X29,Contact with unspecified venomous animal or plant
V01-Y98,External causes of morbidity and mortality,X30-X39,Exposure to forces of nature,X30,Exposure to excessive natural heat
V01-Y98,External causes of morbidity and mortality,X30-X39,Exposure to forces of nature,X31,Exposure to excessive natural cold
V01-Y98,External causes of morbidity and mortality,X30-X39,Exposure to forces of nature,X32,Exposure to sunlight
V01-Y98,External causes of morbidity and mortality,X30-X39,Exposure to forces of nature,X33,Victim of lightning
V01-Y98,External causes of morbidity and mortality,X30-X39,Exposure to forces of nature,X34,Victim of earthquake
V01-Y98,External causes of morbidity and mortality,X30-X39,Exposure to forces of nature,X35,Victim of volcanic eruption
V01-Y98,External causes of morbidity and mortality,X30-X39,Exposure to forces of nature,X36,"Victim of avalanche, landslide and other earth movements"
V01-Y98,External causes of morbidity and mortality,X30-X39,Exposure to forces of nature,X37,Victim of cataclysmic storm
V01-Y98,External causes of morbidity and mortality,X30-X39,Exposure to forces of nature,X38,Victim of flood
V01-Y98,External causes of morbidity and mortality,X30-X39,Exposure to forces of nature,X39,Exposure to other and unspecified forces of nature
V01-Y98,External causes of morbidity and mortality,X40-X49,Accidental poisoning by and exposure to noxious substances,X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
V01-Y98,External causes of morbidity and mortality,X40-X49,Accidental poisoning by and exposure to noxious substances,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
V01-Y98,External causes of morbidity and mortality,X40-X49,Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
V01-Y98,External causes of morbidity and mortality,X40-X49,Accidental poisoning by and exposure to noxious substances,X43,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system
V01-Y98,External causes of morbidity and mortality,X40-X49,Accidental poisoning by and exposure to noxious substances,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
V01-Y98,External causes of morbidity and mortality,X40-X49,Accidental poisoning by and exposure to noxious substances,X45,Accidental poisoning by and exposure to alcohol
V01-Y98,External causes of morbidity and mortality,X40-X49,Accidental poisoning by and exposure to noxious substances,X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours
V01-Y98,External causes of morbidity and mortality,X40-X49,Accidental poisoning by and exposure to noxious substances,X47,Accidental poisoning by and exposure to other gases and vapours
V01-Y98,External causes of morbidity and mortality,X40-X49,Accidental poisoning by and exposure to noxious substances,X48,Accidental poisoning by and exposure to pesticides
V01-Y98,External causes of morbidity and mortality,X40-X49,Accidental poisoning by and exposure to noxious substances,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances
V01-Y98,External causes of morbidity and mortality,X50-X57,"Overexertion, travel and privation",X50,Overexertion and strenuous or repetitive movements
V01-Y98,External causes of morbidity and mortality,X50-X57,"Overexertion, travel and privation",X51,Travel and motion
V01-Y98,External causes of morbidity and mortality,X50-X57,"Overexertion, travel and privation",X52,Prolonged stay in weightless environment
V01-Y98,External causes of morbidity and mortality,X50-X57,"Overexertion, travel and privation",X53,Lack of food
V01-Y98,External causes of morbidity and mortality,X50-X57,"Overexertion, travel and privation",X54,Lack of water
V01-Y98,External causes of morbidity and mortality,X50-X57,"Overexertion, travel and privation",X57,Unspecified privation
V01-Y98,External causes of morbidity and mortality,X58-X59,Accidental exposure to other and unspecified factors,X58,Exposure to other specified factors
V01-Y98,External causes of morbidity and mortality,X58-X59,Accidental exposure to other and unspecified factors,X59,Exposure to unspecified factor
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X65,Intentional self-poisoning by and exposure to alcohol
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X67,Intentional self-poisoning by and exposure to other gases and vapours
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X68,Intentional self-poisoning by and exposure to pesticides
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X70,"Intentional self-harm by hanging, strangulation and suffocation"
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X71,Intentional self-harm by drowning and submersion
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X72,Intentional self-harm by handgun discharge
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge"
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X74,Intentional self-harm by other and unspecified firearm discharge
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X75,Intentional self-harm by explosive material
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X76,"Intentional self-harm by smoke, fire and flames"
V01-Y98,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X77,"Intentional self-harm by steam, hot vapours and hot objects"
